"Barbarian",,,,,,,,,,,,,,,,,,
,"die","false",,,"warmachine_die","false","true",115,"sc/characters.sc",,,,,,,,,
"Warmachine_lvl3",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","Scale","SWF",,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","int","String",,,,,,,,,
,"walk","true",,,"warmachine3_run1","true","true",115,"sc/characters.sc",,,,,,,,,
,"idle","true",,,"warmachine3_idle1","true","true",115,"sc/characters.sc",,,,,,,,,
,"sleep","false",,,"warmachine3_sleep","true","true",115,"sc/characters.sc",,,,,,,,,
,"upgrade","false",,,"warmachine3_sleep","true","true",115,"sc/characters.sc",,,,,,,,,
,"attack","true",,17,"warmachine3_attack1","false","true",115,"sc/characters.sc",,,,,,,,,
,"celebrate","false",,,"warmachine3_idle1_3","false","true",115,"sc/characters.sc",,,,,,,,,
,"activate","true",,,"warmachine3_activate1","false","true",115,"sc/characters.sc",,,,,,,,,
,"die","false",,,"warmachine_die","false","true",115,"sc/characters.sc",,,,,,,,,
"Warmachine_lvl3_activated",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","Scale","SWF",,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","int","String",,,,,,,,,
,"walk","true",,,"warmachine3_activated_run1","true","true",115,"sc/characters.sc",,,,,,,,,
,"idle","true",,,"warmachine3_activated_idle1","true","true",115,"sc/characters.sc",,,,,,,,,
,"sleep","false",,,"warmachine3_sleep","true","true",115,"sc/characters.sc",,,,,,,,,
,"upgrade","false",,,"warmachine3_sleep","true","true",115,"sc/characters.sc",,,,,,,,,
,"attack","true",,17,"warmachine3_activated_attack1","false","true",115,"sc/characters.sc",,,,,,,,,
,"celebrate","false",,,"warmachine3_activated_idle1_3","false","true",115,"sc/characters.sc",,,,,,,,,
,"die","false",,,"warmachine_die","false","true",115,"sc/characters.sc",,,,,,,,,
"Warmachine_lvl4",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","Scale","SWF",,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","int","String",,,,,,,,,
,"walk","true",,,"warmachine4_run1","true","true",115,"sc/characters.sc",,,,,,,,,
,"idle","true",,,"warmachine4_idle1","true","true",115,"sc/characters.sc",,,,,,,,,
,"sleep","false",,,"warmachine4_sleep","true","true",115,"sc/characters.sc",,,,,,,,,
,"upgrade","false",,,"warmachine4_sleep","true","true",115,"sc/characters.sc",,,,,,,,,
,"attack","true",,17,"warmachine4_attack1","false","true",115,"sc/characters.sc",,,,,,,,,
,"celebrate","false",,,"warmachine4_idle1_3","false","true",115,"sc/characters.sc",,,,,,,,,
,"activate","true",,,"warmachine4_activate1","false","true",115,"sc/characters.sc",,,,,,,,,
,"die","false",,,"warmachine_die","false","true",115,"sc/characters.sc",,,,,,,,,
"Warmachine_lvl4_activated",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","Scale","SWF",,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","int","String",,,,,,,,,
,"walk","true",,,"warmachine4_activated_run1","true","true",115,"sc/characters.sc",,,,,,,,,
,"idle","true",,,"warmachine4_activated_idle1","true","true",115,"sc/characters.sc",,,,,,,,,
,"sleep","false",,,"warmachine4_sleep","true","true",115,"sc/characters.sc",,,,,,,,,
,"upgrade","false",,,"warmachine4_sleep","true","true",115,"sc/characters.sc",,,,,,,,,
,"attack","true",,17,"warmachine4_activated_attack1","false","true",115,"sc/characters.sc",,,,,,,,,
,"celebrate","false",,,"warmachine4_activated_idle1_3","false","true",115,"sc/characters.sc",,,,,,,,,
,"die","false",,,"warmachine_die","false","true",115,"sc/characters.sc",,,,,,,,,
"Warmachine_lvl5",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","Scale","SWF",,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","int","String",,,,,,,,,
,"walk","true",,,"warmachine5_run1","true","true",115,"sc/characters.sc",,,,,,,,,
,"idle","true",,,"warmachine5_idle1","true","true",115,"sc/characters.sc",,,,,,,,,
,"sleep","false",,,"warmachine5_sleep","true","true",115,"sc/characters.sc",,,,,,,,,
,"upgrade","false",,,"warmachine5_sleep","true","true",115,"sc/characters.sc",,,,,,,,,
,"attack","true",,17,"warmachine5_attack1","false","true",115,"sc/characters.sc",,,,,,,,,
,"celebrate","false",,,"warmachine5_idle1_3","false","true",115,"sc/characters.sc",,,,,,,,,
,"activate","true",,,"warmachine5_activate1","false","true",115,"sc/characters.sc",,,,,,,,,
,"die","false",,,"warmachine_die_lvl5","false","true",115,"sc/characters.sc",,,,,,,,,
"Warmachine_lvl5_activated",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","Scale","SWF",,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","int","String",,,,,,,,,
,"walk","true",,,"warmachine5_activated_run1","true","true",115,"sc/characters.sc",,,,,,,,,
,"idle","true",,,"warmachine5_activated_idle1","true","true",115,"sc/characters.sc",,,,,,,,,
,"sleep","false",,,"warmachine5_sleep","true","true",115,"sc/characters.sc",,,,,,,,,
,"upgrade","false",,,"warmachine5_sleep","true","true",115,"sc/characters.sc",,,,,,,,,
,"attack","true",,17,"warmachine5_activated_attack1","false","true",115,"sc/characters.sc",,,,,,,,,
,"celebrate","false",,,"warmachine5_activated_idle1_3","false","true",115,"sc/characters.sc",,,,,,,,,
,"die","false",,,"warmachine_die_lvl5","false","true",115,"sc/characters.sc",,,,,,,,,
"Balloon Skeleton",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,,
,"walk","true",,,"skele_warrior1_run1","true","true",,,,,,,,,,,
,"idle","true",1,,"skele_warrior1_idle1","true","true",,,,,,,,,,,
,"attack","true",,8,"skele_warrior1_attack1","false","true",,,,,,,,,,,
,"die","false",,,"barbarian_death_1","false","true",,,,,,,,,,,
,"spawn","false",,,"skele_balloon_spawn1_3","false","true",,,,,,,,,,,
"Villager2",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,,
,"walk","true",,,"villagergirl_walk1","true","true",,,,,,,,,,,
,"idle","true",1,,"villagergirl_sleep1","false","true",,,,,,,,,,,
,,"true",1,,"villagergirl_idle2","true","true",,,,,,,,,,,
,"busy","true",1,10,"villagergirl_idle1","false","true",,,,,,,,,,,
,,"true",1,10,"villagergirl_idle2","false","true",,,,,,,,,,,
,"celebrate","true",5,,"villagergirl_cheer1","true","true",,,,,,,,,,,
,,"true",2,,"villagergirl_sleep1","true","true",,,,,,,,,,,
,,"true",1,,"villagergirl_sleep1","true","true",,,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,,,,,
"DarkWitch_lvl1",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","SWF",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","String",,,,,,,,,,
,"walk","true",,,"darkWitch_lvl1_run1","true","true","sc/characters.sc",,,,,,,,,,
,"idle","true",,,"darkWitch_lvl1_idle1","true","true","sc/characters.sc",,,,,,,,,,
,"attack","true",,9,"darkWitch_lvl1_attack1","false","true","sc/characters.sc",,,,,,,,,,
,"celebrate","true",,,"darkWitch_lvl1_idle1","true","true","sc/characters.sc",,,,,,,,,,
,"die","false",,,"barbarian_death_1","false","true",,,,,,,,,,,
,"attack2","true",,22,"darkWitch_lvl1_summon","false","true","sc/characters.sc",,,,,,,,,,
"DarkWitch_lvl2",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","SWF",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","String",,,,,,,,,,
,"walk","true",,,"darkWitch_lvl2_run1","true","true","sc/characters.sc",,,,,,,,,,
,"idle","true",,,"darkWitch_lvl2_idle1","true","true","sc/characters.sc",,,,,,,,,,
,"attack","true",,9,"darkWitch_lvl2_attack1","false","true","sc/characters.sc",,,,,,,,,,
,"celebrate","true",,,"darkWitch_lvl2_idle1","true","true","sc/characters.sc",,,,,,,,,,
,"die","false",,,"barbarian_death_1","false","true",,,,,,,,,,,
,"attack2","true",,22,"darkWitch_lvl2_summon","false","true","sc/characters.sc",,,,,,,,,,
"DarkWitch_lvl3",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","SWF",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","String",,,,,,,,,,
,"walk","true",,,"darkWitch_lvl3_run1","true","true","sc/characters.sc",,,,,,,,,,
,"idle","true",,,"darkWitch_lvl3_idle1","true","true","sc/characters.sc",,,,,,,,,,
,"attack","true",,9,"darkWitch_lvl3_attack1","false","true","sc/characters.sc",,,,,,,,,,
,"celebrate","true",,,"darkWitch_lvl3_idle1","true","true","sc/characters.sc",,,,,,,,,,
,"die","false",,,"barbarian_death_1","false","true",,,,,,,,,,,
,"attack2","true",,22,"darkWitch_lvl3_summon","false","true","sc/characters.sc",,,,,,,,,,
"DarkWitch_lvl4",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","SWF",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","String",,,,,,,,,,
,"walk","true",,,"darkWitch_lvl4_run1","true","true","sc/characters.sc",,,,,,,,,,
,"idle","true",,,"darkWitch_lvl4_idle1","true","true","sc/characters.sc",,,,,,,,,,
,"attack","true",,9,"darkWitch_lvl4_attack1","false","true","sc/characters.sc",,,,,,,,,,
,"celebrate","true",,,"darkWitch_lvl4_idle1","true","true","sc/characters.sc",,,,,,,,,,
,"die","false",,,"barbarian_death_1","false","true",,,,,,,,,,,
,"attack2","true",,22,"darkWitch_lvl4_summon","false","true","sc/characters.sc",,,,,,,,,,
"DarkWitch_lvl5",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","SWF",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","String",,,,,,,,,,
,"walk","true",,,"darkWitch_lvl5_run1","true","true","sc/characters.sc",,,,,,,,,,
,"idle","true",,,"darkWitch_lvl5_idle1","true","true","sc/characters.sc",,,,,,,,,,
,"attack","true",,9,"darkWitch_lvl5_attack1","false","true","sc/characters.sc",,,,,,,,,,
,"celebrate","true",,,"darkWitch_lvl5_idle1","true","true","sc/characters.sc",,,,,,,,,,
,"die","false",,,"barbarian_death_1","false","true",,,,,,,,,,,
,"attack2","true",,22,"darkWitch_lvl5_summon","false","true","sc/characters.sc",,,,,,,,,,
"Bat_lvl1",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","Scale","ColorMulR","ColorMulG","ColorMulB","SWF",,,,,,
,"String","boolean","int","int","String","boolean","boolean","int","int","int","int","String",,,,,,
,"walk","true",,,"bat_lvl1_run1","true","true",110,200,200,200,"sc/characters_air.sc",,,,,,
,"idle","true",1,,"bat_lvl1_idle1","true","true",110,200,200,200,"sc/characters_air.sc",,,,,,
,"attack","true",1,6,"bat_lvl1_attack1","false","true",110,200,200,200,"sc/characters_air.sc",,,,,,
,"celebrate","true",,,"bat_lvl1_idle1","false","true",110,200,200,200,"sc/characters_air.sc",,,,,,
,"die","false",1,,"bat_lvl1_die1_1","false","true",,,,,"sc/characters_air.sc",,,,,,
,"spawn","true",,,"bat_lvl1_idle1","false","true",110,200,200,200,"sc/characters_air.sc",,,,,,
"SiegeMachine_Ram_lvl1",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","DirectionCount","Scale","DepthBias","SyncChildAnimations",,,,,,,,
,"String","boolean","int","int","String","boolean","int","int","int","boolean",,,,,,,,
,"walk","true",,,"Siege_Machine_Ram1_run1","true",9,90,150,,,,,,,,,
,"idle","true",,,"Siege_Machine_Ram1_idle1","false",9,90,150,,,,,,,,,
,"attack","true",,21,"Siege_Machine_Ram1_attack1","false",9,90,150,"true",,,,,,,,
,"die","false",,,"Siege_Machine_Ram1_die1_1","false",1,,150,,,,,,,,,
,"celebrate","true",,,"Siege_Machine_Ram1_idle1","false",9,90,150,,,,,,,,,
,"parked","false",1,,"Siege_Machine_Ram1_idle1_3","false",1,70,100,,,,,,,,,
,,"false",1,,"Siege_Machine_Ram1_idle1_7","false",1,70,,,,,,,,,,
,,"false",1,,"Siege_Machine_Ram1_idle1_7","false",1,70,,,,,,,,,,
"SiegeMachine_Ram_lvl2",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","DirectionCount","Scale","DepthBias","SyncChildAnimations",,,,,,,,
,"String","boolean","int","int","String","boolean","int","int","int","boolean",,,,,,,,
,"walk","true",,,"Siege_Machine_Ram2_run1","true",9,95,150,,,,,,,,,
,"idle","true",,,"Siege_Machine_Ram2_idle1","false",9,95,150,,,,,,,,,
,"attack","true",,21,"Siege_Machine_Ram2_attack1","false",9,95,150,"true",,,,,,,,
,"die","false",,,"Siege_Machine_Ram1_die1_1","false",1,,150,,,,,,,,,
,"celebrate","true",,,"Siege_Machine_Ram2_idle1","false",9,95,150,,,,,,,,,
,"parked","false",1,,"Siege_Machine_Ram2_idle1_3","false",1,70,100,,,,,,,,,
,,"false",1,,"Siege_Machine_Ram2_idle1_7","false",1,70,,,,,,,,,,
,,"false",1,,"Siege_Machine_Ram2_idle1_7","false",1,70,,,,,,,,,,
"SiegeMachine_Ram_lvl3",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","DirectionCount","Scale","DepthBias","SyncChildAnimations",,,,,,,,
,"String","boolean","int","int","String","boolean","int","int","int","boolean",,,,,,,,
,"walk","true",,,"Siege_Machine_Ram3_run1","true",9,100,150,,,,,,,,,
,"idle","true",,,"Siege_Machine_Ram3_idle1","false",9,100,150,,,,,,,,,
,"attack","true",,21,"Siege_Machine_Ram3_attack1","false",9,100,150,"true",,,,,,,,
,"die","false",,,"Siege_Machine_Ram1_die1_1","false",1,,150,,,,,,,,,
,"celebrate","true",,,"Siege_Machine_Ram3_idle1","false",9,100,150,,,,,,,,,
,"parked","false",1,,"Siege_Machine_Ram3_idle1_3","false",1,70,100,,,,,,,,,
,,"false",1,,"Siege_Machine_Ram3_idle1_7","false",1,70,,,,,,,,,,
,,"false",1,,"Siege_Machine_Ram3_idle1_7","false",1,70,,,,,,,,,,
"SiegeMachine_Ram_lvl4",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","DirectionCount","Scale","DepthBias","SyncChildAnimations",,,,,,,,
,"String","boolean","int","int","String","boolean","int","int","int","boolean",,,,,,,,
,"walk","true",,,"Siege_Machine_Ram4_run1","true",9,100,150,,,,,,,,,
,"idle","true",,,"Siege_Machine_Ram4_idle1","false",9,100,150,,,,,,,,,
,"attack","true",,21,"Siege_Machine_Ram4_attack1","false",9,100,150,"true",,,,,,,,
,"die","false",,,"Siege_Machine_Ram1_die1_1","false",1,,150,,,,,,,,,
,"celebrate","true",,,"Siege_Machine_Ram4_idle1","false",9,100,150,,,,,,,,,
,"parked","false",1,,"Siege_Machine_Ram4_idle1_3","false",1,70,100,,,,,,,,,
,,"false",1,,"Siege_Machine_Ram4_idle1_7","false",1,70,,,,,,,,,,
,,"false",1,,"Siege_Machine_Ram4_idle1_7","false",1,70,,,,,,,,,,
"GraveyardGolem",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale",,,,
,"String","boolean","int","int","String","boolean","boolean","int","int","int","int","int","int","int",,,,
,"walk","true",,,"skele_warrior1_run1","true","true",255,255,255,0,0,0,200,,,,
,"idle","true",,,"skele_warrior1_idle1","true","true",255,255,255,0,0,0,200,,,,
,"attack","true",,8,"skele_warrior1_attack1","false","true",255,255,255,0,0,0,200,,,,
,"die","false",,,"barbarian_death_1","false","true",255,255,255,0,0,0,200,,,,
,"spawn","false",,,"skele_warrior1_spawn1_3","false","true",255,255,255,0,0,0,200,,,,
"ElectroDragon_lvl1",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale","EffectFrame","Effect","SyncChildAnimations","SWF"
,"String","boolean","int","int","String","boolean","boolean","int","int","int","int","int","int","int","int","String","boolean","String"
,"walk","true",,,"electro_dragon_fly1","true","true",255,255,255,0,0,0,80,10,"Electro Dragon Wings",,"sc/characters_air.sc"
,"idle","true",,,"electro_dragon_fly1","true","true",255,255,255,0,0,0,80,,,,"sc/characters_air.sc"
,"attack","true",,69,"electro_dragon_attack1","false","true",255,255,255,0,0,0,80,,,"true","sc/characters_air.sc"
,"celebrate","true",,,"electro_dragon_fly1","true","true",255,255,255,0,0,0,80,10,"Electro Dragon Wings",,"sc/characters_air.sc"
,"die","true",,,"electro_dragon_die1","false","true",255,255,255,0,0,0,80,,,,"sc/characters_air.sc"
"ElectroDragon_lvl2",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale","EffectFrame","Effect","SyncChildAnimations","SWF"
,"String","boolean","int","int","String","boolean","boolean","int","int","int","int","int","int","int","int","String","boolean","String"
,"walk","true",,,"electro_dragon_fly1","true","true",255,255,255,0,0,0,90,10,"Electro Dragon Wings",,"sc/characters_air.sc"
,"idle","true",,,"electro_dragon_fly1","true","true",255,255,255,0,0,0,90,,,,"sc/characters_air.sc"
,"attack","true",,69,"electro_dragon_attack1","false","true",255,255,255,0,0,0,90,,,"true","sc/characters_air.sc"
,"celebrate","true",,,"electro_dragon_fly1","true","true",255,255,255,0,0,0,90,10,"Electro Dragon Wings",,"sc/characters_air.sc"
,"die","true",,,"electro_dragon_die1","false","true",255,255,255,0,0,0,90,,,,"sc/characters_air.sc"
"ElectroDragon_lvl3",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale","EffectFrame","Effect","SyncChildAnimations","SWF"
,"String","boolean","int","int","String","boolean","boolean","int","int","int","int","int","int","int","int","String","boolean","String"
,"walk","true",,,"electro_dragon_fly1","true","true",255,255,255,0,0,0,100,10,"Electro Dragon Wings",,"sc/characters_air.sc"
,"idle","true",,,"electro_dragon_fly1","true","true",255,255,255,0,0,0,100,,,,"sc/characters_air.sc"
,"attack","true",,69,"electro_dragon_attack1","false","true",255,255,255,0,0,0,100,,,"true","sc/characters_air.sc"
,"celebrate","true",,,"electro_dragon_fly1","true","true",255,255,255,0,0,0,100,10,"Electro Dragon Wings",,"sc/characters_air.sc"
,"die","true",,,"electro_dragon_die1","false","true",255,255,255,0,0,0,100,,,,"sc/characters_air.sc"
"ElectroDragon_lvl4",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale","EffectFrame","Effect","SyncChildAnimations","SWF"
,"String","boolean","int","int","String","boolean","boolean","int","int","int","int","int","int","int","int","String","boolean","String"
,"walk","true",,,"electro_dragon_lvl4_fly1","true","true",255,255,255,0,0,0,100,10,"Electro Dragon Wings",,"sc/characters_air.sc"
,"idle","true",,,"electro_dragon_lvl4_fly1","true","true",255,255,255,0,0,0,100,,,,"sc/characters_air.sc"
,"attack","true",,69,"electro_dragon_lvl4_attack1","false","true",255,255,255,0,0,0,100,,,"true","sc/characters_air.sc"
,"celebrate","true",,,"electro_dragon_lvl4_fly1","true","true",255,255,255,0,0,0,100,10,"Electro Dragon Wings",,"sc/characters_air.sc"
,"die","true",,,"electro_dragon_lvl4_die1","false","true",255,255,255,0,0,0,100,,,,"sc/characters_air.sc"
"ElectroDragon_lvl5",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale","EffectFrame","Effect","SyncChildAnimations","SWF"
,"String","boolean","int","int","String","boolean","boolean","int","int","int","int","int","int","int","int","String","boolean","String"
,"walk","true",,,"electro_dragon_lvl5_fly1","true","true",255,255,255,0,0,0,100,10,"Electro Dragon Wings",,"sc/characters_air.sc"
,"idle","true",,,"electro_dragon_lvl5_fly1","true","true",255,255,255,0,0,0,100,,,,"sc/characters_air.sc"
,"attack","true",,69,"electro_dragon_lvl5_attack1","false","true",255,255,255,0,0,0,100,,,"true","sc/characters_air.sc"
,"celebrate","true",,,"electro_dragon_lvl5_fly1","true","true",255,255,255,0,0,0,100,10,"Electro Dragon Wings",,"sc/characters_air.sc"
,"die","true",,,"electro_dragon_lvl5_die1","false","true",255,255,255,0,0,0,100,,,,"sc/characters_air.sc"
"SiegeMachine_Flyer_lvl1",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","DirectionCount","Scale","DepthBias","SWF",,,,,,,,
,"String","boolean","int","int","String","boolean","int","int","int","String",,,,,,,,
,"walk","true",,,"Siege_Machine_Balloon1_fly1","true",9,80,,"sc/characters_air.sc",,,,,,,,
,"idle","true",,,"Siege_Machine_Balloon1_fly1","true",9,80,,"sc/characters_air.sc",,,,,,,,
,"attack","true",,4,"Siege_Machine_Balloon1_attack1","true",9,80,,"sc/characters_air.sc",,,,,,,,
,"die","true",,,"Siege_Machine_Balloon1_die1","false",9,80,,"sc/characters_air.sc",,,,,,,,
,"celebrate","true",,,"Siege_Machine_Balloon1_fly1","true",9,80,,"sc/characters_air.sc",,,,,,,,
,"parked","false",1,,"Siege_Machine_Balloon1_hover1","true",1,60,100,"sc/characters_air.sc",,,,,,,,
,,"false",1,,"Siege_Machine_Balloon1_hover2","true",1,60,,"sc/characters_air.sc",,,,,,,,
,,"false",1,,"Siege_Machine_Balloon1_hover2","true",1,60,,"sc/characters_air.sc",,,,,,,,
"SiegeMachine_Flyer_lvl2",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","DirectionCount","Scale","DepthBias","SWF",,,,,,,,
,"String","boolean","int","int","String","boolean","int","int","int","String",,,,,,,,
,"walk","true",,,"Siege_Machine_Balloon2_fly1","true",9,85,,"sc/characters_air.sc",,,,,,,,
,"idle","true",,,"Siege_Machine_Balloon2_fly1","true",9,85,,"sc/characters_air.sc",,,,,,,,
,"attack","true",,4,"Siege_Machine_Balloon2_attack1","true",9,85,,"sc/characters_air.sc",,,,,,,,
,"die","true",,,"Siege_Machine_Balloon2_die1","false",9,85,,"sc/characters_air.sc",,,,,,,,
,"celebrate","true",,,"Siege_Machine_Balloon2_fly1","true",9,85,,"sc/characters_air.sc",,,,,,,,
,"parked","false",1,,"Siege_Machine_Balloon2_hover1","true",1,60,100,"sc/characters_air.sc",,,,,,,,
,,"false",1,,"Siege_Machine_Balloon2_hover2","true",1,60,,"sc/characters_air.sc",,,,,,,,
,,"false",1,,"Siege_Machine_Balloon2_hover2","true",1,60,,"sc/characters_air.sc",,,,,,,,
"SiegeMachine_Flyer_lvl3",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","DirectionCount","Scale","DepthBias","SWF",,,,,,,,
,"String","boolean","int","int","String","boolean","int","int","int","String",,,,,,,,
,"walk","true",,,"Siege_Machine_Balloon3_fly1","true",9,90,,"sc/characters_air.sc",,,,,,,,
,"idle","true",,,"Siege_Machine_Balloon3_fly1","true",9,90,,"sc/characters_air.sc",,,,,,,,
,"attack","true",,4,"Siege_Machine_Balloon3_attack1","true",9,90,,"sc/characters_air.sc",,,,,,,,
,"die","true",,,"Siege_Machine_Balloon3_die1","false",9,90,,"sc/characters_air.sc",,,,,,,,
,"celebrate","true",,,"Siege_Machine_Balloon3_fly1","true",9,90,,"sc/characters_air.sc",,,,,,,,
,"parked","false",1,,"Siege_Machine_Balloon3_hover1","true",1,60,100,"sc/characters_air.sc",,,,,,,,
,,"false",1,,"Siege_Machine_Balloon3_hover2","true",1,60,,"sc/characters_air.sc",,,,,,,,
,,"false",1,,"Siege_Machine_Balloon3_hover2","true",1,60,,"sc/characters_air.sc",,,,,,,,
"SiegeMachine_Flyer_lvl4",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","DirectionCount","Scale","DepthBias","SWF",,,,,,,,
,"String","boolean","int","int","String","boolean","int","int","int","String",,,,,,,,
,"walk","true",,,"Siege_Machine_Balloon4_fly1","true",9,90,,"sc/characters_air.sc",,,,,,,,
,"idle","true",,,"Siege_Machine_Balloon4_fly1","true",9,90,,"sc/characters_air.sc",,,,,,,,
,"attack","true",,4,"Siege_Machine_Balloon4_attack1","true",9,90,,"sc/characters_air.sc",,,,,,,,
,"die","true",,,"Siege_Machine_Balloon4_die1","false",9,90,,"sc/characters_air.sc",,,,,,,,
,"celebrate","true",,,"Siege_Machine_Balloon4_fly1","true",9,90,,"sc/characters_air.sc",,,,,,,,
,"parked","false",1,,"Siege_Machine_Balloon4_hover1","true",1,60,100,"sc/characters_air.sc",,,,,,,,
,,"false",1,,"Siege_Machine_Balloon4_hover2","true",1,60,,"sc/characters_air.sc",,,,,,,,
,,"false",1,,"Siege_Machine_Balloon4_hover2","true",1,60,,"sc/characters_air.sc",,,,,,,,
"GoblinDragon",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","Scale","SWF",,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","int","String",,,,,,,,,
,"walk","true",,,"dragonx_fly1","true","true",200,"sc/characters_air.sc",,,,,,,,,
,"idle","true",10,,"dragonx_fly1","true","true",200,"sc/characters_air.sc",,,,,,,,,
,,"true",2,,"dragonx_fly1","true","true",200,"sc/characters_air.sc",,,,,,,,,
,"attack","true",1,2,"dragonx_fly1","true","true",200,"sc/characters_air.sc",,,,,,,,,
,,"true",1,2,"dragonx_fly1","true","true",200,"sc/characters_air.sc",,,,,,,,,
,"celebrate","true",4,,"dragonx_fly1","true","true",200,"sc/characters_air.sc",,,,,,,,,
,,"true",1,,"dragonx_fly1","true","true",200,"sc/characters_air.sc",,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",200,,,,,,,,,,
"SkeletonBarrel",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","Scale","SWF",,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","int","String",,,,,,,,,
,"walk","false",,,"skeleton_balloon_red_run1_1","false","true",100,"sc/characters_air.sc",,,,,,,,,
,"idle","false",1,,"skeleton_balloon_red_run1_1","false","true",100,"sc/characters_air.sc",,,,,,,,,
,,"false",1,,"skeleton_balloon_red_run1_1","false","true",100,"sc/characters_air.sc",,,,,,,,,
