"Name","MapInstanceName","MapDependencies","TID","ExpLevel","Type","TutorialUnlockTHLevel","TutorialTHLevel","minRecommendedTHLevel","UnitType","UnitCount","LevelFile","Gold","Elixir","DarkElixir","AlwaysUnlocked","PlayerName","AllianceName","AllianceBadge","SinglePlayer","AllianceUnitType","AllianceUnitLevel","AllianceUnitCount","FixedArmyUnitType","FixedArmyUnitLevel","FixedArmyUnitCount","FixedArmyUnitAlliance","FixedArmyUnitPet","FixedArmyUnitPetLevel","FixedArmySkin","DeploySteps","UseFullMapSize","DefendingHero","DefendingHeroLevel","DefendingHeroSkin","VillageBackground","AttackTimeSeconds"
,,,,,,,,,,,,,,,,,,,,,,,"Grand Warden",40,1,,,,,"TH12_Yeti_Healers",,"Grand Warden",40,,,
,,,,,,,,,,,,,,,,,,,,,,,"Healer",5,5,,,,,"Wait_5000ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"PEKKA",8,4,,,,,"TH12_Yeti_Info_Warden_Walk",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Yeti",2,5,,,,,"Wait_1000ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Wizard",9,5,,,,,"TH12_Yeti_Funnel_PEKKAs",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Siege Bowler Balloon",3,1,,,,,"Wait_1000ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Balloon",8,8,"true",,,,"TH12_Yeti_Funnel_Wizards",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Earthquake",5,4,,,,,"Wait_7500ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Jump",3,1,,,,,"Wait_7500ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Poison",6,1,,,,,"Wait_7500ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Haste",6,2,,,,,"Wait_7500ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"SpeedUp",5,1,,,,,"TH12_Yeti_Jump",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Freeze",7,1,,,,,"TH12_Yeti_Wait_For_Warden",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TH12_Yeti_Yetis",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wait_1000ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TH12_Yeti_PEKKAs",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wait_1000ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TH12_Yeti_BarbarianKing",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wait_1000ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TH12_Yeti_ArcherQueen",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wait_2500ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TH12_Yeti_Rage1",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wait_2500ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TH12_Yeti_Poison",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wait_2500ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TH12_Yeti_Earthquakes",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wait_2500ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"WardenAbility",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wait_2500ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TH12_Yeti_StoneSlammer",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wait_2500ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TH12_Yeti_Rage2",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wait_5000ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TH12_Yeti_CleanUp",,,,,,
"CHALLENGE_TH13_HYBRID",,,"TID_CHALLENGE_TH13_HYBRID",,"TUTORIAL",13,13,,,,"level/challenge_th13_hybrid.json",700000,700000,7000,,,,,"TRUE","Ice Golem",5,3,"Barbarian King",70,1,,,,,"TH13_Hybrid_Valkyries","TRUE","Barbarian King",70,,60000000,
,,,,,,,,,,,,,,,,,,,,,,,"Archer Queen",70,1,,,,,"Wait_7500ms",,"Archer Queen",70,,,
,,,,,,,,,,,,,,,,,,,,,,,"Grand Warden",50,1,,,,,"TH13_Hybrid_ArcherQueen",,"Grand Warden",50,,,
,,,,,,,,,,,,,,,,,,,,,,,"Warrior Princess",20,1,,,,,"Wait_1000ms",,"Warrior Princess",20,,,
,,,,,,,,,,,,,,,,,,,,,,,"Wall Breaker",9,4,,,,,"TH13_Hybrid_Healers",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Healer",6,5,,,,,"Wait_1000ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Electro Dragon",4,1,,,,,"TH13_Hybrid_BabyDragon",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Boar Rider",10,10,,,,,"Wait_5000ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Miner",7,11,,,,,"TH13_Hybrid_Poison",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Warrior Girl",8,2,,,,,"Wait_7500ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"BabyDragon",6,1,,,,,"Wait_5000ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Golem",9,1,,,,,"TH13_Hybrid_ElectroDragon",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Siege Machine Carrier",4,1,,,,,"Wait_1000ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Boar Rider",10,9,"true",,,,"TH13_Hybrid_Golem",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Poison",7,1,,,,,"Wait_1000ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Freeze",7,2,,,,,"TH13_Hybrid_SiegeBarracks",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Haste",6,3,,,,,"Wait_1000ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"HealingWave",8,2,,,,,"TH13_Hybrid_BarbarianKing",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wait_5000ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TH13_Hybrid_Rage1",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wait_500ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TH13_Hybrid_WallBreaker",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wait_1000ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TH13_Hybrid_Wait_For_Queen",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TH13_Hybrid_WallBreakers2",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wait_1000ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TH13_Hybrid_Rage2",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wait_2500ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TH13_Hybrid_Miners",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wait_1000ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TH13_Hybrid_GrandWarden",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wait_1000ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TH13_Hybrid_Hogs",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wait_1000ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TH13_Hybrid_RoyalChampion",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wait_2500ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TH13_Hybrid_Heal",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wait_2500ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TH13_Hybrid_CleanUp",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SUPER_BARB_INTRO_TH13",,,"TID_SUPER_TROOPS_INTRO_LEVEL_TITLE",,"TROOP_INTRO",,13,,,,"level/challenge_super_troop_tryout.json",,,,,,,,"TRUE",,,,"EliteBarbarian",2,56,,,,,,"TRUE",,,,60000000,
,,,,,,,,,,,,,,,,,,,,,,,"Jump",4,3,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"HealingWave",8,2,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Freeze",7,1,,,,,,,,,,,
"SUPER_GOBLIN_INTRO_TH13",,,"TID_SUPER_TROOPS_INTRO_LEVEL_TITLE",,"TROOP_INTRO",,13,,,,"level/challenge_super_troop_tryout.json",,,,,,,,"TRUE",,,,"EliteGoblin",1,93,,,,,,"TRUE",,,,60000000,
,,,,,,,,,,,,,,,,,,,,,,,"Jump",4,2,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Haste",6,2,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Duplicate",5,1,,,,,,,,,,,
"SUPER_GIANT_INTRO_TH13",,,"TID_SUPER_TROOPS_INTRO_LEVEL_TITLE",,"TROOP_INTRO",,13,,,,"level/challenge_super_troop_tryout.json",,,,,,,,"TRUE",,,,"EliteGiant",1,28,,,,,,"TRUE",,,,60000000,
,,,,,,,,,,,,,,,,,,,,,,,"Haste",6,3,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"HealingWave",8,2,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Freeze",7,1,,,,,,,,,,,
"SUPER_WALLBREAKER_INTRO_TH13",,,"TID_SUPER_TROOPS_INTRO_LEVEL_TITLE",,"TROOP_INTRO",,13,,,,"level/challenge_super_troop_tryout.json",,,,,,,,"TRUE",,,,"EliteWallBreaker",3,35,,,,,,"TRUE",,,,60000000,
,,,,,,,,,,,,,,,,,,,,,,,"Haste",6,5,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Freeze",7,1,,,,,,,,,,,
"SUPER_ARCHER_INTRO_TH13",,,"TID_SUPER_TROOPS_INTRO_LEVEL_TITLE",,"TROOP_INTRO",,13,,,,"level/challenge_super_troop_tryout.json",,,,,,,,"TRUE",,,,"EliteArcher",2,23,,,,,,"TRUE",,,,60000000,
,,,,,,,,,,,,,,,,,,,,,,,"Haste",6,5,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Freeze",7,1,,,,,,,,,,,
"SUPER_DRAGON_INTRO_TH13",,,"TID_SUPER_TROOPS_INTRO_LEVEL_TITLE",,"TROOP_INTRO",,13,,,,"level/challenge_super_troop_tryout.json",,,,,,,,"TRUE",,,,"InfernoDragon",1,18,,,,,,"TRUE",,,,60000000,
,,,,,,,,,,,,,,,,,,,,,,,"Haste",6,5,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Freeze",7,1,,,,,,,,,,,
"SUPER_VALKYRIE_INTRO_TH13",,,"TID_SUPER_TROOPS_INTRO_LEVEL_TITLE",,"TROOP_INTRO",,13,,,,"level/challenge_super_troop_tryout.json",,,,,,,,"TRUE",,,,"EliteValkyrie",2,14,,,,,,"TRUE",,,,60000000,
,,,,,,,,,,,,,,,,,,,,,,,"HealingWave",8,2,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Freeze",7,1,,,,,,,,,,,
"SUPER_WITCH_INTRO_TH13",,,"TID_SUPER_TROOPS_INTRO_LEVEL_TITLE",,"TROOP_INTRO",,13,,,,"level/challenge_super_troop_tryout.json",,,,,,,,"TRUE",,,,"Head Witch",1,7,,,,,,"TRUE",,,,60000000,
,,,,,,,,,,,,,,,,,,,,,,,"Haste",6,3,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Jump",4,2,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Freeze",7,1,,,,,,,,,,,
"SUPER_MINION_INTRO_TH13",,,"TID_SUPER_TROOPS_INTRO_LEVEL_TITLE",,"TROOP_INTRO",,13,,,,"level/challenge_super_troop_tryout.json",,,,,,,,"TRUE",,,,"Super Minion",2,23,,,,,,"TRUE",,,,60000000,
,,,,,,,,,,,,,,,,,,,,,,,"HealingWave",8,2,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Haste",6,2,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Freeze",7,2,,,,,,,,,,,
"SUPER_WIZARD_INTRO_TH13",,,"TID_SUPER_TROOPS_INTRO_LEVEL_TITLE",,"TROOP_INTRO",,13,,,,"level/challenge_super_troop_tryout.json",,,,,,,,"TRUE",,,,"Super Wizard",2,30,,,,,,"TRUE",,,,60000000,
,,,,,,,,,,,,,,,,,,,,,,,"HealingWave",8,2,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Haste",6,2,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Freeze",7,2,,,,,,,,,,,
"SUPER_LAVAHOUND_INTRO_TH13",,,"TID_SUPER_TROOPS_INTRO_LEVEL_TITLE",,"TROOP_INTRO",,13,,,,"level/challenge_super_troop_tryout.json",,,,,,,,"TRUE",,,,"Ice Hound",2,4,,,,,,"TRUE",,,,60000000,
,,,,,,,,,,,,,,,,,,,,,,,"Balloon",9,25,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"HealingWave",8,2,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Haste",6,2,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Freeze",7,2,,,,,,,,,,,
"CHALLENGE_HEROIC_DUELS",,,,,"CHALLENGE",,,,,,"level/challenge_heroic_duels.json",500000,500000,5000,,,,,"TRUE","Healer",6,10,"Barbarian King",75,1,,,,,,,"Barbarian King",75,52000001,60000003,
,,,,,,,,,,,,,,,,,,,,"EliteValkyrie",2,2,"Archer Queen",75,1,,,,,,,"Archer Queen",75,52000012,,
,,,,,,,,,,,,,,,,,,,,,,,"Grand Warden",50,1,,,,,,,"Grand Warden",50,52000023,,
,,,,,,,,,,,,,,,,,,,,,,,"Warrior Princess",25,1,,,,,,,"Warrior Princess",25,,,
,,,,,,,,,,,,,,,,,,,,,,,"Healer",6,5,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Balloon",9,2,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Headhunter",3,2,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Haste",6,5,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Freeze",7,5,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Poison",7,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"LighningStorm",9,2,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Invisibility",4,3,,,,,,,,,,,
"CHALLENGE_EPIC_WINTER",,,,,"CHALLENGE",,,,,,"level/challenge_epic_winter.json",1000000,1000000,10000,,,,,"TRUE",,,,"Barbarian King",75,1,,,,,,"TRUE","Barbarian King",75,52000006,60000006,
,,,,,,,,,,,,,,,,,,,,,,,"Archer Queen",75,1,,,,,,,"Archer Queen",75,52000015,,
,,,,,,,,,,,,,,,,,,,,,,,"Grand Warden",50,1,,,,,,,"Warrior Princess",25,52000029,,
,,,,,,,,,,,,,,,,,,,,,,,"Warrior Princess",25,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Ice Wizard_xmas",10,20,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Ice Golem",5,4,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Ice Hound",2,2,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"xmas2013",1,5,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Freeze",7,5,,,,,,,,,,,
"CHALLENGE_LNY_2021",,,,,"CHALLENGE",,,,,,"level/challenge_lny_2021.json",2000000,0,0,,,,,"TRUE","GoblinDragon",1,1,"Barbarian King",75,1,,,,,,"TRUE","Barbarian King",75,52000045,60000007,
,,,,,,,,,,,,,,,,,,,,"Electro Dragon",4,1,"Archer Queen",75,1,,,,,,,"Archer Queen",75,52000016,,
,,,,,,,,,,,,,,,,,,,,"Dragon",8,1,"Grand Warden",50,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"BabyDragon",7,1,"Warrior Princess",25,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"SpellBat",1,10,"Healer",6,5,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Balloon",9,5,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Invisibility",4,4,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Haste",6,3,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Freeze",7,4,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Goblin",8,6,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Boar Rider",10,5,,,,,,,,,,,
"CHALLENGE_EPIC_JUNGLE",,,,,"CHALLENGE",,,,,,"level/challenge_epic_jungle.json",1400000,700000,7000,,,,,"TRUE","ShieldedSkeleton",1,10,"Barbarian King",80,1,,"Unipony",10,,,"TRUE","Barbarian King",80,52000046,60000009,300
,,,,,,,,,,,,,,,,,,,,,,,"Archer Queen",80,1,,"Electrowl",10,,,,"Archer Queen",80,52000057,,
,,,,,,,,,,,,,,,,,,,,,,,"Grand Warden",55,1,,"Barky",10,,,,"Grand Warden",55,,,
,,,,,,,,,,,,,,,,,,,,,,,"Warrior Princess",30,1,,"Bulldozer",10,52000031,,,"Warrior Princess",30,52000030,,
,,,,,,,,,,,,,,,,,,,,,,,"Barbarian",10,10,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Archer",10,10,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Wall Breaker",10,9,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Healer",7,2,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Gargoyle",10,5,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Warrior Girl",9,2,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"BabyDragon",8,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Ice Golem",6,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Poison",8,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Duplicate",7,2,,,,,,,,,,,
"CHALLENGE_MASTER_BUILDER",,,,,"CHALLENGE",,,,,,"level/challenge_master_builder.json",1400000,700000,7000,,,,,"TRUE","ShieldedSkeleton",1,10,"Barbarian King",80,1,,"Unipony",10,,,"TRUE","Barbarian King",80,52000046,60000001,300
,,,,,,,,,,,,,,,,,,,,,,,"Archer Queen",80,1,,"Electrowl",10,,,,"Archer Queen",80,52000057,,
,,,,,,,,,,,,,,,,,,,,,,,"Grand Warden",55,1,,"Barky",10,,,,"Grand Warden",55,,,
,,,,,,,,,,,,,,,,,,,,,,,"Warrior Princess",30,1,,"Bulldozer",10,52000031,,,"Warrior Princess",30,52000030,,
,,,,,,,,,,,,,,,,,,,,,,,"Barbarian",10,10,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Archer",10,10,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Wall Breaker",10,9,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Healer",7,2,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Gargoyle",10,5,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Warrior Girl",9,2,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"BabyDragon",8,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Ice Golem",6,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Poison",8,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Duplicate",7,2,,,,,,,,,,,
"CHALLENGE_EPIC_WAR",,,,,"CHALLENGE",,,,,,"level/challenge_epic_war.json",900000,900000,6000,,,"Clash Team",1526736218,"TRUE","Giant PEKKA",1,1,"Barbarian King",80,1,,"Electrowl",10,52000047,,"TRUE","Barbarian King",80,52000004,60000010,180
,,,,,,,,,,,,,,,,,,,,,,,"Archer Queen",80,1,,"Barky",10,52000058,,,"Archer Queen",80,52000058,,
,,,,,,,,,,,,,,,,,,,,,,,"Grand Warden",55,1,,"Bulldozer",10,52000026,,,"Grand Warden",55,52000026,,
,,,,,,,,,,,,,,,,,,,,,,,"Warrior Princess",30,1,,"Unipony",10,52000031,,,"Warrior Princess",30,52000031,,
,,,,,,,,,,,,,,,,,,,,,,,"Dragon Rider",3,3,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"HastyBalloon",3,5,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Balloon",10,5,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Dragon",9,2,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Electro Dragon",5,2,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"HealingWave",8,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Haste",6,2,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Jump",4,1,,,,,,,,,,,
"SUPER_BALLOON_INTRO_TH13",,,"TID_SUPER_TROOPS_INTRO_LEVEL_TITLE",,"TROOP_INTRO",,13,,,,"level/challenge_super_troop_tryout.json",,,,,,,,"TRUE",,,,"HastyBalloon",2,37,,,,,,"TRUE",,,,60000000,
,,,,,,,,,,,,,,,,,,,,,,,"Freeze",7,3,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Invisibility",4,3,,,,,,,,,,,
"CHALLENGE_ANNIVERSARY_2021",,,,,"CHALLENGE",,,,,,"level/challenge_anniversary_2021.json",999000,999000,9990,,,"Clash Team",1526736218,"TRUE","Party_Wizard",10,20,"Barbarian King",80,1,,"Barky",10,52000049,,"TRUE","Barbarian King",80,52000009,60000011,300
,,,,,,,,,,,,,,,,,,,,"Headhunter",3,1,"Archer Queen",80,1,,"Bulldozer",10,52000059,,,"Archer Queen",80,52000059,,
,,,,,,,,,,,,,,,,,,,,,,,"Grand Warden",55,1,,"Unipony",10,52000020,,,"Grand Warden",55,52000020,,
,,,,,,,,,,,,,,,,,,,,,,,"Warrior Princess",30,1,,"Electrowl",10,,,,"Warrior Princess",30,,,
,,,,,,,,,,,,,,,,,,,,,,,"Party_Wizard",10,14,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Wizard",10,14,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Super Wizard",2,5,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Invisibility",4,3,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"HealingWave",8,3,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Freeze",7,3,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"SpeedUp",5,3,,,,,,,,,,,
"CHALLENGE_JUNE_QUALIFIER_2021",,,,,"CHALLENGE",,,,,,"level/challenge_june_qualifier_2021.json",1000000,1000000,10000,,"eVe Karlito","Team Elevate",1526745178,"TRUE","AirDefenceSeeker",6,1,"HastyBalloon",3,2,,,,,,"TRUE","Barbarian King",80,52000007,60000002,180
,,,,,,,,,,,,,,,,,,,,"Headhunter",3,2,"Archer",10,1,,,,,,,"Archer Queen",80,52000013,,
,,,,,,,,,,,,,,,,,,,,"Archer",10,3,"Headhunter",3,2,,,,,,,"Grand Warden",55,52000020,,
,,,,,,,,,,,,,,,,,,,,,,,"EliteWallBreaker",4,3,,,,,,,"Warrior Princess",30,52000030,,
,,,,,,,,,,,,,,,,,,,,,,,"Balloon",10,4,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"BabyDragon",8,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Gargoyle",10,9,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Healer",7,5,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Wizard",10,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Dragon Rider",3,5,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Barbarian King",80,1,,"Bulldozer",5,52000000,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Archer Queen",80,1,,"Unipony",6,52000002,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Grand Warden",55,1,,"Electrowl",5,52000003,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Warrior Princess",30,1,,"Barky",5,52000028,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"EliteGoblin",2,9,"TRUE",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Goblin",8,18,"TRUE",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Siege Machine Ram",4,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Invisibility",4,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Poison",8,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Freeze",7,4,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Haste",6,4,,,,,,,,,,,
"CHALLENGE_JULY_QUALIFIER_2021",,,,,"CHALLENGE",,,,,,"level/challenge_july_qualifier_2021.json",1000000,1000000,10000,,"ANoNym0us","Carnage Gaming",1526743384,"TRUE","AirDefenceSeeker",6,1,"AirDefenceSeeker",6,1,,,,,,"TRUE","Barbarian King",80,52000048,60000002,180
,,,,,,,,,,,,,,,,,,,,"Headhunter",3,2,"Ice Golem",6,2,,,,,,,"Archer Queen",80,52000019,,
,,,,,,,,,,,,,,,,,,,,"Archer",10,3,"Archer",10,2,,,,,,,"Grand Warden",55,52000025,,
,,,,,,,,,,,,,,,,,,,,,,,"Headhunter",3,3,,,,,,,"Warrior Princess",30,52000030,,
,,,,,,,,,,,,,,,,,,,,,,,"EliteWallBreaker",4,2,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Balloon",10,6,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"BabyDragon",8,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Gargoyle",10,11,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"EliteGoblin",2,3,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Wizard",10,2,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Dragon Rider",3,5,,,,,,,,,,,
