"Name","SWF","ExportName","ParticleEmitter","AltParticleEmitter","EmitterDelayMs","IsoLayer","CameraShake","CameraShakeTimeMS","CameraShakeInReplay","AttachToParent","OrientToParent","SortInFrontOfParent","DestroyWhenParentDies","DetachAfterStart","Targeted","Looping","Beam","MaxCount","MinLifeTime","Sound","Volume","MinPitch","MaxPitch","LowEndSound","LowEndVolume","LowEndMinPitch","LowEndMaxPitch","SoundDelay","StopSound","PitchIncrease","OffsetFromGunBone","AttachLocator","OffsetX","OffsetY","OffsetZ","Scale","LifeTimeScale"
"IceGolem Freeze deploy lvl2",,,"IceGolem Freeze_glow_blue_lvl2",,0,"Ground",0,0,"false","true","false","false","false","false","false","false","false",0,0,"sfx/freeze_spell_01.ogg",80,90,90,"sfx/mage_attack_02.ogg",70,55,55,0,"false",0,"false",,0,0,0,100,100
,,,"IceGolem Freeze2_lvl2",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze3_lvl2",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze1_lvl2",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze4_lvl2",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze5_lvl2",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze6_lvl2",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IceGolem Freeze deploy lvl2_DEF",,,"IceGolem Freeze_glow_blue_lvl2_DEF",,0,"Ground",0,0,"false","true","false","false","false","false","false","false","false",0,0,"sfx/freeze_spell_01.ogg",80,90,90,"sfx/mage_attack_02.ogg",70,55,55,0,"false",0,"false",,0,0,0,100,100
,,,"IceGolem Freeze2_lvl2_DEF",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze3_lvl2_DEF",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze1_lvl2_DEF",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IceGolem Freeze deploy lvl3",,,"IceGolem Freeze_glow_blue_lvl3",,0,"Ground",0,0,"false","true","false","false","false","false","false","false","false",0,0,"sfx/freeze_spell_01.ogg",80,90,90,"sfx/mage_attack_02.ogg",70,55,55,0,"false",0,"false",,0,0,0,100,100
,,,"IceGolem Freeze2_lvl3",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze3_lvl3",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze1_lvl3",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze4_lvl3",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze5_lvl3",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze6_lvl3",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IceGolem Freeze deploy lvl3_DEF",,,"IceGolem Freeze_glow_blue_lvl3_DEF",,0,"Ground",0,0,"false","true","false","false","false","false","false","false","false",0,0,"sfx/freeze_spell_01.ogg",80,90,90,"sfx/mage_attack_02.ogg",70,55,55,0,"false",0,"false",,0,0,0,100,100
,,,"IceGolem Freeze2_lvl3_DEF",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze3_lvl3_DEF",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze1_lvl3_DEF",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IceGolem Freeze deploy lvl4",,,"IceGolem Freeze_glow_blue_lvl4",,0,"Ground",0,0,"false","true","false","false","false","false","false","false","false",0,0,"sfx/freeze_spell_01.ogg",80,90,90,"sfx/mage_attack_02.ogg",70,55,55,0,"false",0,"false",,0,0,0,100,100
,,,"IceGolem Freeze2_lvl4",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze3_lvl4",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze1_lvl4",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze4_lvl4",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze5_lvl4",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze6_lvl4",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IceGolem Freeze deploy lvl4_DEF",,,"IceGolem Freeze_glow_blue_lvl4_DEF",,0,"Ground",0,0,"false","true","false","false","false","false","false","false","false",0,0,"sfx/freeze_spell_01.ogg",80,90,90,"sfx/mage_attack_02.ogg",70,55,55,0,"false",0,"false",,0,0,0,100,100
,,,"IceGolem Freeze2_lvl4_DEF",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze3_lvl4_DEF",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze1_lvl4_DEF",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IceGolem Freeze deploy lvl5",,,"IceGolem Freeze_glow_blue_lvl5",,0,"Ground",0,0,"false","true","false","false","false","false","false","false","false",0,0,"sfx/freeze_spell_01.ogg",80,90,90,"sfx/mage_attack_02.ogg",70,55,55,0,"false",0,"false",,0,0,0,100,100
,,,"IceGolem Freeze2_lvl5",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze3_lvl5",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze1_lvl5",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze4_lvl5",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze5_lvl5",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze6_lvl5",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IceGolem Freeze deploy lvl5_DEF",,,"IceGolem Freeze_glow_blue_lvl5_DEF",,0,"Ground",0,0,"false","true","false","false","false","false","false","false","false",0,0,"sfx/freeze_spell_01.ogg",80,90,90,"sfx/mage_attack_02.ogg",70,55,55,0,"false",0,"false",,0,0,0,100,100
,,,"IceGolem Freeze2_lvl5_DEF",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze3_lvl5_DEF",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze1_lvl5_DEF",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IceGolem Freeze deploy lvl6",,,"IceGolem Freeze_glow_blue_lvl6",,0,"Ground",0,0,"false","true","false","false","false","false","false","false","false",0,0,"sfx/freeze_spell_01.ogg",80,90,90,"sfx/mage_attack_02.ogg",70,55,55,0,"false",0,"false",,0,0,0,100,100
,,,"IceGolem Freeze2_lvl6",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze3_lvl6",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze1_lvl6",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze4_lvl6",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze5_lvl6",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze6_lvl6",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IceGolem Freeze deploy lvl6_DEF",,,"IceGolem Freeze_glow_blue_lvl6_DEF",,0,"Ground",0,0,"false","true","false","false","false","false","false","false","false",0,0,"sfx/freeze_spell_01.ogg",80,90,90,"sfx/mage_attack_02.ogg",70,55,55,0,"false",0,"false",,0,0,0,100,100
,,,"IceGolem Freeze2_lvl6_DEF",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze3_lvl6_DEF",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze1_lvl6_DEF",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IceGolem Freeze deploy2 lvl1",,,"IceGolem Freeze_dots1",,0,"Top",0,0,"false","true","false","false","false","false","false","false","false",0,0,,,,,,100,100,100,0,"false",0,"false",,0,0,0,100,100
,,,"IceGolem Freeze_dots2",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze_crystal_lvl1",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IceGolem Freeze deploy2 lvl1_DEF",,,"IceGolem Freeze_dots1",,0,"Top",0,0,"false","true","false","false","false","false","false","false","false",0,0,,,,,,100,100,100,0,"false",0,"false",,0,0,0,100,100
,,,"IceGolem Freeze_dots2",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze_crystal_lvl1_DEF",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IceGolem Freeze deploy2 lvl2",,,"IceGolem Freeze_dots1",,0,"Top",0,0,"false","true","false","false","false","false","false","false","false",0,0,,,,,,100,100,100,0,"false",0,"false",,0,0,0,100,100
,,,"IceGolem Freeze_dots2",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze_crystal_lvl2",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IceGolem Freeze deploy2 lvl2_DEF",,,"IceGolem Freeze_dots1",,0,"Top",0,0,"false","true","false","false","false","false","false","false","false",0,0,,,,,,100,100,100,0,"false",0,"false",,0,0,0,100,100
,,,"IceGolem Freeze_dots2",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze_crystal_lvl2_DEF",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IceGolem Freeze deploy2 lvl3",,,"IceGolem Freeze_dots1",,0,"Top",0,0,"false","true","false","false","false","false","false","false","false",0,0,,,,,,100,100,100,0,"false",0,"false",,0,0,0,100,100
,,,"IceGolem Freeze_dots2",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze_crystal_lvl3",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IceGolem Freeze deploy2 lvl3_DEF",,,"IceGolem Freeze_dots1",,0,"Top",0,0,"false","true","false","false","false","false","false","false","false",0,0,,,,,,100,100,100,0,"false",0,"false",,0,0,0,100,100
,,,"IceGolem Freeze_dots2",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze_crystal_lvl3_DEF",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IceGolem Freeze deploy2 lvl4",,,"IceGolem Freeze_dots1",,0,"Top",0,0,"false","true","false","false","false","false","false","false","false",0,0,,,,,,100,100,100,0,"false",0,"false",,0,0,0,100,100
,,,"IceGolem Freeze_dots2",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze_crystal_lvl4",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IceGolem Freeze deploy2 lvl4_DEF",,,"IceGolem Freeze_dots1",,0,"Top",0,0,"false","true","false","false","false","false","false","false","false",0,0,,,,,,100,100,100,0,"false",0,"false",,0,0,0,100,100
,,,"IceGolem Freeze_dots2",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze_crystal_lvl4_DEF",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IceGolem Freeze deploy2 lvl5",,,"IceGolem Freeze_dots1",,0,"Top",0,0,"false","true","false","false","false","false","false","false","false",0,0,,,,,,100,100,100,0,"false",0,"false",,0,0,0,100,100
,,,"IceGolem Freeze_dots2",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze_crystal_lvl5",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IceGolem Freeze deploy2 lvl5_DEF",,,"IceGolem Freeze_dots1",,0,"Top",0,0,"false","true","false","false","false","false","false","false","false",0,0,,,,,,100,100,100,0,"false",0,"false",,0,0,0,100,100
,,,"IceGolem Freeze_dots2",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze_crystal_lvl5_DEF",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IceGolem Freeze deploy2 lvl6",,,"IceGolem Freeze_dots1",,0,"Top",0,0,"false","true","false","false","false","false","false","false","false",0,0,,,,,,100,100,100,0,"false",0,"false",,0,0,0,100,100
,,,"IceGolem Freeze_dots2",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze_crystal_lvl6",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IceGolem Freeze deploy2 lvl6_DEF",,,"IceGolem Freeze_dots1",,0,"Top",0,0,"false","true","false","false","false","false","false","false","false",0,0,,,,,,100,100,100,0,"false",0,"false",,0,0,0,100,100
,,,"IceGolem Freeze_dots2",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze_crystal_lvl6_DEF",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IceWizard Deploy",,,"Deploy",,0,"Objects",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/ice_wiz_deploy_01.ogg",65,100,100,"sfx/gob_attack_01.ogg",40,100,100,0,"false",0,"false",,0,0,0,100,100
"IceWizard Hit1",,,"Hit",,0,"Objects",0,0,"false","false","false","false","false","false","false","false","false",3,0,"sfx/ice_mage_impact_01.ogg",50,80,100,"sfx/wizard_hit_01.ogg",50,80,100,0,"false",0,"false",,0,0,0,100,100
,,,"IceWizard_Freeze1_lvl1",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceWizard_Freeze_glow_blue_lvl1",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceWizard_Freeze_dots1_lvl1",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IceWizard_attack",,,"Wizard_attack",,0,"Objects",0,0,"false","true","false","false","false","false","false","false","false",0,0,"sfx/ice_wizard_atk_01.ogg",50,90,100,"sfx/mage_attack_02.ogg",50,90,100,0,"false",0,"false",,0,0,0,100,100
,,,,,,,,,,,,,,,,,,,,"sfx/ice_wizard_atk_01.ogg",40,100,110,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"sfx/ice_wizard_atk_01.ogg",50,90,100,,,,,,,,,,,,,,
"Icegolem Attack",,,,,,"None",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/ice_golem_atk_02.ogg",70,90,110,"sfx/giant_attack_06.ogg",70,90,110,0,"false",0,"false",,0,0,0,100,100
"Icegolem Deploy",,,"Deploy",,0,"Objects",20,200,"false","false","false","false","false","false","false","false","false",0,0,"sfx/ice_golem_deploy_01.ogg",80,100,100,"sfx/gob_attack_01.ogg",40,75,75,0,"false",0,"false",,0,0,0,100,100
,,,"Grass",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Place",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Icehound Attack",,,,,,"None",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/ice_hound_atk_01.ogg",70,90,110,"sfx/ice_hound_atk_01.ogg",70,90,110,0,"false",0,"false",,0,0,0,100,100
"Icehound Deploy",,,"Deploy",,0,"Objects",20,200,"false","false","false","false","false","false","false","false","false",0,0,"sfx/ice_hound_deploy_01.ogg",80,95,105,"sfx/ice_hound_deploy_01.ogg",80,95,105,0,"false",0,"false",,0,0,0,100,100
,,,"Grass",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Place",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Icehound Die",,,"large_airTrap_explosion1",,0,"Top",50,200,"true","true","false","false","false","false","false","false","false",7,0,"sfx/ice_hound_die_01.ogg",90,95,105,"sfx/ice_hound_die_01.ogg",90,95,105,0,"false",0,"false",,0,0,0,100,100
,,,"Force",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Explosion_flash",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Fire_ballsBig",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Stone_explosion",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"small_airTrap_fireExplosion3",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Illegal Position",,,,,,"None",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/bad_move_06.ogg",60,100,100,"sfx/bad_move_06.ogg",40,100,100,0,"false",0,"false",,0,0,0,100,100
"Inf Dragon Up 2",,,"DarkRay Up2",,0,"Objects",30,300,"true","false","false","false","false","false","false","false","false",0,0,"sfx/infdragon_lvl_up_03.ogg",60,95,95,"sfx/infdragon_lvl_up_03.ogg",60,95,95,0,"false",0,"false",,0,0,0,100,100
"Inf Dragon Up 3",,,"DarkRay Up3",,0,"Objects",40,400,"true","false","false","false","false","false","false","false","false",0,0,"sfx/infdragon_lvl_up_03.ogg",60,115,115,"sfx/infdragon_lvl_up_03.ogg",60,115,115,0,"false",0,"false",,0,0,0,100,100
"Infdragon Deploy",,,,,,"None",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/infdragon_deploy_02.ogg",80,95,100,"sfx/infdragon_deploy_02.ogg",80,95,100,0,"false",0,"false",,0,0,0,100,100
"Infdragon Die",,,"Dsplat",,0,"Top",0,0,"false","true","false","false","false","false","false","false","false",0,0,"sfx/infdragon_die_02.ogg",80,95,100,"sfx/infdragon_die_02.ogg",80,95,100,0,"false",0,"false",,0,0,0,100,100
"Inferno Dragon Attack 1",,,"InfernoDragonBeam_1",,0,"Top",0,0,"false","true","false","true","false","false","true","true","true",20,0,"sfx/infdragon_fireloop_01.ogg",30,100,100,"sfx/infdragon_fireloop_01.ogg",20,100,100,0,"false",0,"false","attack_pivot",0,0,0,100,100
"Inferno Dragon Attack 2",,,"InfernoDragonBeam_2",,0,"Top",0,0,"false","true","false","true","false","false","true","true","true",20,0,"sfx/infdragon_fireloop_01.ogg",30,120,120,"sfx/infdragon_fireloop_01.ogg",20,120,120,0,"false",0,"false","attack_pivot",0,0,0,100,100
"Inferno Dragon Attack 3",,,"InfernoDragonBeam_3",,0,"Top",0,0,"false","true","false","true","false","false","true","true","true",20,0,"sfx/infdragon_fireloop_01.ogg",30,140,140,"sfx/infdragon_fireloop_01.ogg",20,140,140,0,"false",0,"false","attack_pivot",0,0,0,100,100
"Inferno Fire1",,,"Inferno Fire",,0,"None",0,0,"false","false","false","false","false","false","false","false","false",0,0,,,,,,100,100,100,0,"false",0,"false","attack_pivot",0,0,0,100,100
"Inferno Fire2",,,"Light Dust",,0,"Top",0,0,"false","false","false","true","false","false","false","false","false",0,0,,,,,,100,100,100,0,"false",0,"false","attack_pivot",0,0,0,100,100
,,,"Inferno Fire",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Inferno Start",,,,,,"Top",0,0,"false","false","false","true","false","false","false","false","false",0,0,,,,,,100,100,100,0,"false",0,"false","attack_pivot",0,0,0,100,100
"Invisibility area lvl1",,,"invisibility_lvl1_ring",,0,"Top",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/invis_spell_01.ogg",90,100,100,"sfx/invis_spell_01.ogg",90,100,100,0,"false",0,"false",,0,0,0,100,100
,,,"Explosion_3",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Explosion_flash",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"invisibility_lvl1_ring2",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"invisibility_lvl1_ring3",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"invisibility_lvl1_ring4",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Fire_balls",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"invisibility_lvl1_ring_lightrays",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Invisibility area lvl2",,,"invisibility_lvl2_ring",,0,"Top",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/invis_spell_01.ogg",90,100,100,"sfx/invis_spell_01.ogg",90,100,100,0,"false",0,"false",,0,0,0,100,100
,,,"Explosion_3",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Explosion_flash",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"invisibility_lvl2_ring2",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"invisibility_lvl2_ring3",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"invisibility_lvl2_ring4",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Fire_balls",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"invisibility_lvl2_ring_lightrays",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Invisibility area lvl3",,,"invisibility_lvl3_ring",,0,"Top",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/invis_spell_01.ogg",90,100,100,"sfx/invis_spell_01.ogg",90,100,100,0,"false",0,"false",,0,0,0,100,100
,,,"Explosion_3",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Explosion_flash",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"invisibility_lvl3_ring2",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"invisibility_lvl3_ring3",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"invisibility_lvl3_ring4",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Fire_balls",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"invisibility_lvl3_ring_lightrays",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Invisibility area lvl4",,,"invisibility_lvl4_ring",,0,"Top",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/invis_spell_01.ogg",90,100,100,"sfx/invis_spell_01.ogg",90,100,100,0,"false",0,"false",,0,0,0,100,100
,,,"Explosion_3",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Explosion_flash",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"invisibility_lvl4_ring2",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"invisibility_lvl4_ring3",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"invisibility_lvl4_ring4",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Fire_balls",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"invisibility_lvl4_ring_lightrays",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Invisibility_Predeploy",,,"invisibility_bottleDrop",,0,"Objects",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/vial_fall_02.ogg",80,95,95,"sfx/elixir_collect_02.ogg",50,140,140,0,"false",0,"false",,0,0,0,100,100
"IsoTestFX",,,"IsoTestFX",,0,"Objects",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/explosion_02.ogg",80,100,100,"sfx/explosion_02.ogg",60,100,100,0,"false",0,"false",,0,0,0,100,100
"Jolly King Deploy",,,,,,"Objects",20,200,"true","false","false","false","false","false","false","false","false",0,0,"sfx/jk_dep_01_dl_opt.ogg",90,100,100,"sfx/jk_dep_01_dl_opt.ogg",90,100,100,0,"false",0,"false",,0,0,0,100,100
"Jolly King Die",,,"Mortar_lightFlash",,0,"Top",100,1000,"true","false","false","false","false","false","false","false","false",0,0,"sfx/jk_die_01_dl_opt.ogg",90,100,100,"sfx/jk_die_01_dl_opt.ogg",90,100,100,0,"false",0,"false",,0,0,0,100,100
,,,"Ring",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Place",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"MortarHit_lvl6",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"hero_die_force",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Force",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Grass",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Smoke",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jolly Menu1 SFX",,,,,,"Top",0,0,"false","false","false","false","false","false","false","false","false",0,2000,"sfx/jk_celebrate_01_dl_opt.ogg",90,88,95,"sfx/jk_celebrate_01_dl_opt.ogg",90,88,95,0,"true",0,"false",,0,0,0,100,100
"Jolly Snowing",,,"snow_sparkle_01_offset",,0,"Top",0,0,"false","false","false","false","false","false","false","false","false",0,0,,,,,,100,100,100,0,"false",0,"false",,0,0,0,100,100
,,,"snow_sparkle_bigflakes_02",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jolly Spawn Effect",,,"snow_sparkle_01_offset",,150,"Top",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/jk_celebrate_01_dl_opt.ogg",90,88,95,"sfx/jk_celebrate_01_dl_opt.ogg",90,88,95,0,"true",0,"false",,0,0,0,100,100
,,,"snow_sparkle_bigflakes_02",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jump deploy lvl1",,,"jump_deploy_range_lvl1",,0,"Ground",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/bottle_jump_spell_01.ogg",95,97,97,"sfx/trap_eject_01v2.ogg",50,100,100,0,"false",0,"false",,0,0,0,100,100
,,,"jump_ring_anim_lvl1",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jump deploy lvl2",,,"jump_deploy_range_lvl2",,0,"Ground",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/bottle_jump_spell_01.ogg",95,97,97,"sfx/trap_eject_01v2.ogg",50,100,100,0,"false",0,"false",,0,0,0,100,100
,,,"jump_ring_anim_lvl2",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jump deploy lvl3",,,"jump_deploy_range_lvl3",,0,"Ground",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/bottle_jump_spell_01.ogg",95,97,97,"sfx/trap_eject_01v2.ogg",50,100,100,0,"false",0,"false",,0,0,0,100,100
,,,"jump_ring_anim_lvl3",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jump deploy lvl4",,,"jump_deploy_range_lvl4",,0,"Ground",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/bottle_jump_spell_01.ogg",95,97,97,"sfx/trap_eject_01v2.ogg",50,100,100,0,"false",0,"false",,0,0,0,100,100
,,,"jump_ring_anim_lvl4",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
