"Name","TaskType","ProgressType","Set","TID","InfoTID","IconSWF","IconExportName","Score","DurationMinutes","Quantity","Quantity2","Data1","Data2","SelectionWeight","Disabled"
"DestroyMegaTeslaEpic","DestroyBuilding","Accumulative","Epic","TID_CLANGAMES_TASK_DESTROY_BB_MEGATESLA","TID_CLANGAMES_TASK_INFO_DESTROY_BB_MEGATESLA","sc/buildings2.sc","mega_tesla_lvl4",200,480,18,,"Mega Tesla",,,
"DestroyMortarsEpic","DestroyBuilding","Accumulative","Epic","TID_CLANGAMES_TASK_DESTROY_MORTARS","TID_CLANGAMES_TASK_INFO_DESTROY_MORTARS","sc/buildings.sc","mortar_lvl4",200,480,50,,"Mortar",,,
"DestroyMultiMortarEpic","DestroyBuilding","Accumulative","Epic","TID_CLANGAMES_TASK_DESTROY_BB_MULTIMORTAR","TID_CLANGAMES_TASK_INFO_DESTROY_BB_MULTIMORTAR","sc/buildings2.sc","multi_mortar_lvl4",200,480,18,,"Multi Mortar",,,
"DestroyQueenAltarsEpic","DestroyBuilding","Accumulative","Epic","TID_CLANGAMES_TASK_DESTROY_QUEENALTARS","TID_CLANGAMES_TASK_INFO_DESTROY_QUEENALTARS","sc/buildings.sc","heroaltar_archer_queen_lvl1",150,480,25,,"Hero Altar Archer Queen",,,
"DestroySpellFactoriesEpic","DestroyBuilding","Accumulative","Epic","TID_CLANGAMES_TASK_DESTROY_SPELLFACTORIES","TID_CLANGAMES_TASK_INFO_DESTROY_SPELLFACTORIES","sc/buildings.sc","spell_factory_lvl3",150,480,25,,"Spell Forge",,,
"DestroyTeslaTowersEpic","DestroyBuilding","Accumulative","Epic","TID_CLANGAMES_TASK_DESTROY_TESLATOWERS","TID_CLANGAMES_TASK_INFO_DESTROY_TESLATOWERS","sc/buildings.sc","teslatower_lvl5_setup",200,480,50,,"Tesla Tower",,,
"DestroyTownHall2Epic","DestroyBuilding","Accumulative","Epic","TID_CLANGAMES_TASK_DESTROY_BB_BUILDERHALL","TID_CLANGAMES_TASK_INFO_DESTROY_BB_BUILDERHALL","sc/buildings2.sc","new_TH_lvl3",200,480,18,,"Town Hall2",,,
"DestroyWardenAltarsEpic","DestroyBuilding","Accumulative","Epic","TID_CLANGAMES_TASK_DESTROY_WARDENALTARS","TID_CLANGAMES_TASK_INFO_DESTROY_WARDENALTARS","sc/buildings.sc","heroaltar_elder_lvl1",150,480,25,,"Hero Altar Grand Warden",,,
"DestroyWizardTowersEpic","DestroyBuilding","Accumulative","Epic","TID_CLANGAMES_TASK_DESTROY_WIZARDTOWERS","TID_CLANGAMES_TASK_INFO_DESTROY_WIZARDTOWERS","sc/buildings.sc","wizard_tower_lvl4",200,480,75,,"Wizard Tower",,,
"DestroyXbowsEpic","DestroyBuilding","Accumulative","Epic","TID_CLANGAMES_TASK_DESTROY_XBOWS","TID_CLANGAMES_TASK_INFO_DESTROY_XBOWS","sc/buildings.sc","rapidfire_turret_lvl1",250,480,50,,"Bow",,,
"UseArchersEpic","WinStarsUsingTroop","Accumulative","Epic","TID_CLANGAMES_TASK_USE_ARCHERS","TID_BATTLEPASS_TASK_INFO_USE_ARCHERS","sc/ui.sc","icon_unit_archer",200,480,20,1,"Archer",,,
"UseBabyDragonsEpic","WinStarsUsingTroop","Accumulative","Epic","TID_CLANGAMES_TASK_USE_BABYDRAGONS","TID_BATTLEPASS_TASK_INFO_USE_BABYDRAGONS","sc/ui.sc","icon_unit_babydragon",200,480,20,1,"BabyDragon",,,
"UseBabyDragons2Epic","WinStarsUsingTroop","Accumulative","Epic","TID_CLANGAMES_TASK_USE_BABYDRAGONS2","TID_BATTLEPASS_TASK_INFO_USE_BABYDRAGONS2","sc/ui.sc","icon_unit_babydragon",200,480,30,1,"BabyDragon2",,,
"UseBarbariansEpic","WinStarsUsingTroop","Accumulative","Epic","TID_CLANGAMES_TASK_USE_BARBARIANS","TID_BATTLEPASS_TASK_INFO_USE_BARBARIANS","sc/ui.sc","icon_unit_barbarian",200,480,20,1,"Barbarian",,,
"UseBetaMinionsEpic","WinStarsUsingTroop","Accumulative","Epic","TID_CLANGAMES_TASK_USE_BETAMINIONS","TID_BATTLEPASS_TASK_INFO_USE_BETAMINIONS","sc/ui.sc","icon_unit_glowing_minion",200,480,30,1,"Gargoyle2",,,
"UseBombersEpic","WinStarsUsingTroop","Accumulative","Epic","TID_CLANGAMES_TASK_USE_BOMBERS","TID_BATTLEPASS_TASK_INFO_USE_BOMBERS","sc/ui.sc","icon_unit_bomber",200,480,30,1,"Bomber2",,,
"UseBowlersEpic","WinStarsUsingTroop","Accumulative","Epic","TID_CLANGAMES_TASK_USE_BOWLERS","TID_BATTLEPASS_TASK_INFO_USE_BOWLERS","sc/ui.sc","icon_unit_troll",200,480,20,1,"Bowler",,,
"UseBoxerGiantsEpic","WinStarsUsingTroop","Accumulative","Epic","TID_CLANGAMES_TASK_USE_BOXERGIANTS","TID_BATTLEPASS_TASK_INFO_USE_BOXERGIANTS","sc/ui.sc","icon_unit_boxergiant",200,480,30,1,"Giant2",,,
"UseCannonCartsEpic","WinStarsUsingTroop","Accumulative","Epic","TID_CLANGAMES_TASK_USE_CANNONCARTS","TID_BATTLEPASS_TASK_INFO_USE_CANNONCARTS","sc/ui.sc","icon_unit_movingCannon",200,480,30,1,"Moving Cannon",,,
"UseDragonsEpic","WinStarsUsingTroop","Accumulative","Epic","TID_CLANGAMES_TASK_USE_DRAGONS","TID_BATTLEPASS_TASK_INFO_USE_DRAGONS","sc/ui.sc","icon_unit_dragon",200,480,20,1,"Dragon",,,
"UseDropShipsEpic","WinStarsUsingTroop","Accumulative","Epic","TID_CLANGAMES_TASK_USE_DROPSHIPS","TID_BATTLEPASS_TASK_INFO_USE_DROPSHIPS","sc/ui.sc","icon_unit_skeletonBalloon",200,480,30,1,"Balloon2",,,
"UseElectroDragonEpic","WinStarsUsingTroop","Accumulative","Epic","TID_CLANGAMES_TASK_USE_ELECTRODRAGON","TID_BATTLEPASS_TASK_INFO_USE_ELECTRODRAGON","sc/ui.sc","icon_unit_lightningDragon",200,480,20,1,"Electro Dragon",,,
"UseGiantsEpic","WinStarsUsingTroop","Accumulative","Epic","TID_CLANGAMES_TASK_USE_GIANTS","TID_BATTLEPASS_TASK_INFO_USE_GIANTS","sc/ui.sc","icon_unit_giant",200,480,20,1,"Giant",,,
"UseGoblinsEpic","WinStarsUsingTroop","Accumulative","Epic","TID_CLANGAMES_TASK_USE_GOBLINS","TID_BATTLEPASS_TASK_INFO_USE_GOBLINS","sc/ui.sc","icon_unit_goblin",200,480,20,1,"Goblin",,,
"UseGolemsEpic","WinStarsUsingTroop","Accumulative","Epic","TID_CLANGAMES_TASK_USE_GOLEMS","TID_BATTLEPASS_TASK_INFO_USE_GOLEMS","sc/ui.sc","icon_unit_golem",200,480,20,1,"Golem",,,
"UseHealersEpic","WinStarsUsingTroop","Accumulative","Epic","TID_CLANGAMES_TASK_USE_HEALERS","TID_BATTLEPASS_TASK_INFO_USE_HEALERS","sc/ui.sc","icon_unit_healer",200,480,20,1,"Healer",,,
"UseHogRidersEpic","WinStarsUsingTroop","Accumulative","Epic","TID_CLANGAMES_TASK_USE_HOGRIDERS","TID_BATTLEPASS_TASK_INFO_USE_HOGRIDERS","sc/ui.sc","icon_unit_boarRider",200,480,20,1,"Boar Rider",,,
"UseLavaHoundsEpic","WinStarsUsingTroop","Accumulative","Epic","TID_CLANGAMES_TASK_USE_LAVAHOUNDS","TID_BATTLEPASS_TASK_INFO_USE_LAVAHOUNDS","sc/ui.sc","icon_unit_tiny",200,480,20,1,"AirDefenceSeeker",,,
"UseLoonsEpic","WinStarsUsingTroop","Accumulative","Epic","TID_CLANGAMES_TASK_USE_LOONS","TID_BATTLEPASS_TASK_INFO_USE_LOONS","sc/ui.sc","icon_unit_balloon",200,480,20,1,"Balloon",,,
"UseMegaPekkasEpic","WinStarsUsingTroop","Accumulative","Epic","TID_CLANGAMES_TASK_USE_MEGAPEKKA","TID_BATTLEPASS_TASK_INFO_USE_MEGAPEKKA","sc/ui.sc","icon_unit_electric_pekka",200,480,30,1,"PEKKA2",,,
"UseMinersEpic","WinStarsUsingTroop","Accumulative","Epic","TID_CLANGAMES_TASK_USE_MINERS","TID_BATTLEPASS_TASK_INFO_USE_MINERS","sc/ui.sc","icon_unit_miner",200,480,20,1,"Miner",,,
"UseMinionsEpic","WinStarsUsingTroop","Accumulative","Epic","TID_CLANGAMES_TASK_USE_MINIONS","TID_BATTLEPASS_TASK_INFO_USE_MINIONS","sc/ui.sc","icon_unit_gargoyle",200,480,20,1,"Gargoyle",,,
"UseNightWitchesEpic","WinStarsUsingTroop","Accumulative","Epic","TID_CLANGAMES_TASK_USE_NIGHTWITCHES","TID_BATTLEPASS_TASK_INFO_USE_NIGHTWITCHES","sc/ui.sc","icon_unit_nightwitch",200,480,30,1,"Dark Witch",,,
"UsePEKKAsEpic","WinStarsUsingTroop","Accumulative","Epic","TID_CLANGAMES_TASK_USE_PEKKAS","TID_BATTLEPASS_TASK_INFO_USE_PEKKAS","sc/ui.sc","icon_unit_pekka",200,480,20,1,"PEKKA",,,
"UseRagedBarbariansEpic","WinStarsUsingTroop","Accumulative","Epic","TID_CLANGAMES_TASK_USE_RAGEDBARBARIANS","TID_BATTLEPASS_TASK_INFO_USE_RAGEDBARBARIANS","sc/ui.sc","icon_unit_raged_barbarian",200,480,30,1,"Barbarian2",,,
"UseSiegeRamsEpic","WinStarsUsingTroop","Accumulative","Epic","TID_CLANGAMES_TASK_USE_SIEGERAMS","TID_BATTLEPASS_TASK_INFO_USE_SIEGERAMS","sc/ui.sc","icon_unit_siege_machine_ram",400,480,40,1,"Siege Machine Ram",,,
"UseSiegeZeppelinsEpic","WinStarsUsingTroop","Accumulative","Epic","TID_CLANGAMES_TASK_USE_SIEGEZEPPELINS","TID_BATTLEPASS_TASK_INFO_USE_SIEGEZEPPELINS","sc/ui.sc","icon_unit_siege_machine_flyer",400,480,40,1,"Siege Machine Flyer",,,
"UseSneakyArchersEpic","WinStarsUsingTroop","Accumulative","Epic","TID_CLANGAMES_TASK_USE_SNEAKYARCHERS","TID_BATTLEPASS_TASK_INFO_USE_SNEAKYARCHERS","sc/ui.sc","icon_unit_stealthy_archer",200,480,30,1,"Archer2",,,
"UseValkyriesEpic","WinStarsUsingTroop","Accumulative","Epic","TID_CLANGAMES_TASK_USE_VALKYRIES","TID_BATTLEPASS_TASK_INFO_USE_VALKYRIES","sc/ui.sc","icon_unit_warriorGirl",200,480,20,1,"Warrior Girl",,,
"UseWallBreakersEpic","WinStarsUsingTroop","Accumulative","Epic","TID_CLANGAMES_TASK_USE_WALLBREAKERS","TID_BATTLEPASS_TASK_INFO_USE_WALLBREAKERS","sc/ui.sc","icon_unit_wallbreaker",200,480,20,1,"Wall Breaker",,,
"UseWitchesEpic","WinStarsUsingTroop","Accumulative","Epic","TID_CLANGAMES_TASK_USE_WITCHES","TID_BATTLEPASS_TASK_INFO_USE_WITCHES","sc/ui.sc","icon_unit_witch",200,480,20,1,"Warlock",,,
"UseWizardsEpic","WinStarsUsingTroop","Accumulative","Epic","TID_CLANGAMES_TASK_USE_WIZARDS","TID_BATTLEPASS_TASK_INFO_USE_WIZARDS","sc/ui.sc","icon_unit_wizard",200,480,20,1,"Wizard",,,
"GetHeroLevelKillsAllHeroesRegularEpic","GetHeroLevelKills","Accumulative","Epic","TID_CLANGAMES_TASK_GET_LEVELKILLS_VS_ALLHEROES","TID_CLANGAMES_TASK_INFO_GET_LEVELKILLS_VS_ALLHEROES","sc/ui.sc","Stun_All_Heroes_Icon",200,480,1000,,,,,
"GetHeroLevelKillsArcherQueenRegularEpic","GetHeroLevelKills","Accumulative","Epic","TID_CLANGAMES_TASK_GET_LEVELKILLS_VS_ARCHERQUEEN","TID_CLANGAMES_TASK_INFO_GET_LEVELKILLS_VS_ARCHERQUEEN","sc/ui.sc","Stun_AQ_Icon",200,480,500,,"Archer Queen",,,
"GetHeroLevelKillsBarbarianKingRegularEpic","GetHeroLevelKills","Accumulative","Epic","TID_CLANGAMES_TASK_GET_LEVELKILLS_VS_BARBARIANKING","TID_CLANGAMES_TASK_INFO_GET_LEVELKILLS_VS_BARBARIANKING","sc/ui.sc","Stun_BK_Icon",200,480,500,,"Barbarian King",,,
"GetHeroLevelKillsGrandWardenRegularEpic","GetHeroLevelKills","Accumulative","Epic","TID_CLANGAMES_TASK_GET_LEVELKILLS_VS_GRANDWARDEN","TID_CLANGAMES_TASK_INFO_GET_LEVELKILLS_VS_GRANDWARDEN","sc/ui.sc","Stun_Elder_Icon",200,480,200,,"Grand Warden",,,
"GetHomeBattleStarsNoHeroesRegularEpic","GetHomeBattleStarsNoHeroes","Accumulative","Epic","TID_CLANGAMES_TASK_WIN_STARS_WITHOUT_HEROES","TID_CLANGAMES_TASK_INFO_WIN_STARS_WITHOUT_HEROES","sc/ui.sc","No_Heroes_Icon",300,480,20,,,,,
"GetHomeBattleStarsNoSpellsRegularEpic","GetHomeBattleStarsNoSpells","Accumulative","Epic","TID_CLANGAMES_TASK_WIN_STARS_WITHOUT_SPELLS","TID_CLANGAMES_TASK_INFO_WIN_STARS_WITHOUT_SPELLS","sc/ui.sc","No_Spells_Icon",300,480,20,,,,,
"GetHomeStarsUnderTimeLimitRegularEpic","GetHomeStarsUnderTimeLimit","Accumulative","Epic","TID_CLANGAMES_TASK_SPEEDY_STARS_MV","TID_CLANGAMES_TASK_INFO_SPEEDY_STARS_MV","sc/ui.sc","Home_Time_Stars_Icon",200,480,10,60,,,,
"WinBuilderBattlesEpic","WinBuilderBattles","Accumulative","Epic","TID_CLANGAMES_TASK_WIN_BUILDERBATTLES","TID_CLANGAMES_TASK_INFO_WIN_BUILDERBATTLES","sc/ui.sc","Builder_Win_Battles_Icon",200,480,20,,,,,"true"
"WinBuilderBattlesMarathon","WinBuilderBattles","Accumulative","Marathon","TID_CLANGAMES_TASK_WIN_BUILDERBATTLES","TID_CLANGAMES_TASK_INFO_WIN_BUILDERBATTLES","sc/ui.sc","Builder_Win_Battles_Icon",300,480,30,,,,,"true"
"WinStarsUsingSpellLightningRegular","WinStarsUsingSpell","Accumulative","Regular","TID_BATTLEPASS_TASK_WIN_STARS_USING_LIGHTNING","TID_BATTLEPASS_TASK_WIN_STARS_USING_LIGHTNING_INFO","sc/ui.sc","icon_spell_lightning",100,480,10,1,"LighningStorm",,,
"WinStarsUsingSpellHealRegular","WinStarsUsingSpell","Accumulative","Regular","TID_BATTLEPASS_TASK_WIN_STARS_USING_HEAL","TID_BATTLEPASS_TASK_WIN_STARS_USING_HEAL_INFO","sc/ui.sc","icon_spell_healing",100,480,10,1,"HealingWave",,,
"WinStarsUsingSpellRageRegular","WinStarsUsingSpell","Accumulative","Regular","TID_BATTLEPASS_TASK_WIN_STARS_USING_RAGE","TID_BATTLEPASS_TASK_WIN_STARS_USING_RAGE_INFO","sc/ui.sc","icon_spell_rage",100,480,10,1,"Haste",,,
"WinStarsUsingSpellJumpRegular","WinStarsUsingSpell","Accumulative","Regular","TID_BATTLEPASS_TASK_WIN_STARS_USING_JUMP","TID_BATTLEPASS_TASK_WIN_STARS_USING_JUMP_INFO","sc/ui.sc","icon_spell_jump",100,480,10,1,"Jump",,,
"WinStarsUsingSpellFreezeRegular","WinStarsUsingSpell","Accumulative","Regular","TID_BATTLEPASS_TASK_WIN_STARS_USING_FREEZE","TID_BATTLEPASS_TASK_WIN_STARS_USING_FREEZE_INFO","sc/ui.sc","icon_spell_freeze",100,480,10,1,"Freeze",,,
"WinStarsUsingSpellCloneRegular","WinStarsUsingSpell","Accumulative","Regular","TID_BATTLEPASS_TASK_WIN_STARS_USING_CLONE","TID_BATTLEPASS_TASK_WIN_STARS_USING_CLONE_INFO","sc/ui.sc","icon_spell_clone",100,480,10,1,"Duplicate",,,
"WinStarsUsingSpellPoisonRegular","WinStarsUsingSpell","Accumulative","Regular","TID_BATTLEPASS_TASK_WIN_STARS_USING_POISON","TID_BATTLEPASS_TASK_WIN_STARS_USING_POISON_INFO","sc/ui.sc","icon_spell_toxic",100,480,10,1,"Poison",,,
"WinStarsUsingSpellHasteRegular","WinStarsUsingSpell","Accumulative","Regular","TID_BATTLEPASS_TASK_WIN_STARS_USING_HASTE","TID_BATTLEPASS_TASK_WIN_STARS_USING_HASTE_INFO","sc/ui.sc","icon_spell_speedup",100,480,10,1,"SpeedUp",,,
"WinStarsUsingSpellEarthquakeRegular","WinStarsUsingSpell","Accumulative","Regular","TID_BATTLEPASS_TASK_WIN_STARS_USING_EARTHQUAKE","TID_BATTLEPASS_TASK_WIN_STARS_USING_EARTHQUAKE_INFO","sc/ui.sc","icon_spell_earthquake",100,480,10,1,"Earthquake",,,
"WinStarsUsingSpellSkeletonRegular","WinStarsUsingSpell","Accumulative","Regular","TID_BATTLEPASS_TASK_WIN_STARS_USING_SKELETON","TID_BATTLEPASS_TASK_WIN_STARS_USING_SKELETON_INFO","sc/ui.sc","icon_spell_skeleton",100,480,10,1,"SpawnSkele",,,
"WinStarsUsingSpellBatRegular","WinStarsUsingSpell","Accumulative","Regular","TID_BATTLEPASS_TASK_WIN_STARS_USING_BAT","TID_BATTLEPASS_TASK_WIN_STARS_USING_BAT_INFO","sc/ui.sc","icon_spell_bats",100,480,10,1,"SpawnBats",,,
"WinStarsUsingSpellLightningEpic","WinStarsUsingSpell","Accumulative","Epic","TID_BATTLEPASS_TASK_WIN_STARS_USING_LIGHTNING","TID_BATTLEPASS_TASK_WIN_STARS_USING_LIGHTNING_INFO","sc/ui.sc","icon_spell_lightning",200,480,20,1,"LighningStorm",,,
"WinStarsUsingSpellHealEpic","WinStarsUsingSpell","Accumulative","Epic","TID_BATTLEPASS_TASK_WIN_STARS_USING_HEAL","TID_BATTLEPASS_TASK_WIN_STARS_USING_HEAL_INFO","sc/ui.sc","icon_spell_healing",200,480,20,1,"HealingWave",,,
"WinStarsUsingSpellRageEpic","WinStarsUsingSpell","Accumulative","Epic","TID_BATTLEPASS_TASK_WIN_STARS_USING_RAGE","TID_BATTLEPASS_TASK_WIN_STARS_USING_RAGE_INFO","sc/ui.sc","icon_spell_rage",200,480,20,1,"Haste",,,
"WinStarsUsingSpellJumpEpic","WinStarsUsingSpell","Accumulative","Epic","TID_BATTLEPASS_TASK_WIN_STARS_USING_JUMP","TID_BATTLEPASS_TASK_WIN_STARS_USING_JUMP_INFO","sc/ui.sc","icon_spell_jump",200,480,20,1,"Jump",,,
"WinStarsUsingSpellFreezeEpic","WinStarsUsingSpell","Accumulative","Epic","TID_BATTLEPASS_TASK_WIN_STARS_USING_FREEZE","TID_BATTLEPASS_TASK_WIN_STARS_USING_FREEZE_INFO","sc/ui.sc","icon_spell_freeze",200,480,20,1,"Freeze",,,
"WinStarsUsingSpellCloneEpic","WinStarsUsingSpell","Accumulative","Epic","TID_BATTLEPASS_TASK_WIN_STARS_USING_CLONE","TID_BATTLEPASS_TASK_WIN_STARS_USING_CLONE_INFO","sc/ui.sc","icon_spell_clone",200,480,20,1,"Duplicate",,,
"WinStarsUsingSpellPoisonEpic","WinStarsUsingSpell","Accumulative","Epic","TID_BATTLEPASS_TASK_WIN_STARS_USING_POISON","TID_BATTLEPASS_TASK_WIN_STARS_USING_POISON_INFO","sc/ui.sc","icon_spell_toxic",200,480,20,1,"Poison",,,
"WinStarsUsingSpellHasteEpic","WinStarsUsingSpell","Accumulative","Epic","TID_BATTLEPASS_TASK_WIN_STARS_USING_HASTE","TID_BATTLEPASS_TASK_WIN_STARS_USING_HASTE_INFO","sc/ui.sc","icon_spell_speedup",200,480,20,1,"SpeedUp",,,
"WinStarsUsingSpellEarthquakeEpic","WinStarsUsingSpell","Accumulative","Epic","TID_BATTLEPASS_TASK_WIN_STARS_USING_EARTHQUAKE","TID_BATTLEPASS_TASK_WIN_STARS_USING_EARTHQUAKE_INFO","sc/ui.sc","icon_spell_earthquake",200,480,20,1,"Earthquake",,,
"WinStarsUsingSpellSkeletonEpic","WinStarsUsingSpell","Accumulative","Epic","TID_BATTLEPASS_TASK_WIN_STARS_USING_SKELETON","TID_BATTLEPASS_TASK_WIN_STARS_USING_SKELETON_INFO","sc/ui.sc","icon_spell_skeleton",200,480,20,1,"SpawnSkele",,,
"WinStarsUsingSpellBatEpic","WinStarsUsingSpell","Accumulative","Epic","TID_BATTLEPASS_TASK_WIN_STARS_USING_BAT","TID_BATTLEPASS_TASK_WIN_STARS_USING_BAT_INFO","sc/ui.sc","icon_spell_bats",200,480,20,1,"SpawnBats",,,
"UseHogGliders","WinStarsUsingTroop","Accumulative","Regular","TID_CLANGAMES_TASK_USE_HOGGLIDERS","TID_BATTLEPASS_TASK_INFO_USE_HOGGLIDERS","sc/ui.sc","icon_unit_hog_glider",100,480,15,1,"Hog Glider",,,
"UseHogGlidersEpic","WinStarsUsingTroop","Accumulative","Epic","TID_CLANGAMES_TASK_USE_HOGGLIDERS","TID_BATTLEPASS_TASK_INFO_USE_HOGGLIDERS","sc/ui.sc","icon_unit_hog_glider",200,480,30,1,"Hog Glider",,,
"DestroyLavaLaunchers","DestroyBuilding","Accumulative","Regular","TID_CLANGAMES_TASK_DESTROY_BB_LAVALAUNCHER","TID_CLANGAMES_TASK_INFO_DESTROY_BB_LAVALAUNCHER","sc/buildings2.sc","Lava_Launcher_lvl9",100,480,10,,"LavaLauncher",,,
"DestroyLavaLaunchersEpic","DestroyBuilding","Accumulative","Epic","TID_CLANGAMES_TASK_DESTROY_BB_LAVALAUNCHER","TID_CLANGAMES_TASK_INFO_DESTROY_BB_LAVALAUNCHER","sc/buildings2.sc","Lava_Launcher_lvl9",200,480,18,,"LavaLauncher",,,
"WinBattlesUsingSpellLightningRegular","WinBattlesUsingSpell","Accumulative","Regular","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_LIGHTNING","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_LIGHTNING_INFO","sc/ui.sc","icon_spell_lightning",100,480,4,1,"LighningStorm",,,
"WinBattlesUsingSpellHealRegular","WinBattlesUsingSpell","Accumulative","Regular","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_HEAL","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_HEAL_INFO","sc/ui.sc","icon_spell_healing",100,480,4,1,"HealingWave",,,
"WinBattlesUsingSpellRageRegular","WinBattlesUsingSpell","Accumulative","Regular","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_RAGE","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_RAGE_INFO","sc/ui.sc","icon_spell_rage",100,480,4,1,"Haste",,,
"WinBattlesUsingSpellJumpRegular","WinBattlesUsingSpell","Accumulative","Regular","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_JUMP","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_JUMP_INFO","sc/ui.sc","icon_spell_jump",100,480,4,1,"Jump",,,
"WinBattlesUsingSpellFreezeRegular","WinBattlesUsingSpell","Accumulative","Regular","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_FREEZE","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_FREEZE_INFO","sc/ui.sc","icon_spell_freeze",100,480,4,1,"Freeze",,,
"WinBattlesUsingSpellCloneRegular","WinBattlesUsingSpell","Accumulative","Regular","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_CLONE","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_CLONE_INFO","sc/ui.sc","icon_spell_clone",100,480,4,1,"Duplicate",,,
"WinBattlesUsingSpellPoisonRegular","WinBattlesUsingSpell","Accumulative","Regular","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_POISON","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_POISON_INFO","sc/ui.sc","icon_spell_toxic",100,480,4,1,"Poison",,,
"WinBattlesUsingSpellHasteRegular","WinBattlesUsingSpell","Accumulative","Regular","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_HASTE","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_HASTE_INFO","sc/ui.sc","icon_spell_speedup",100,480,4,1,"SpeedUp",,,
"WinBattlesUsingSpellEarthquakeRegular","WinBattlesUsingSpell","Accumulative","Regular","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_EARTHQUAKE","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_EARTHQUAKE_INFO","sc/ui.sc","icon_spell_earthquake",100,480,4,1,"Earthquake",,,
"WinBattlesUsingSpellSkeletonRegular","WinBattlesUsingSpell","Accumulative","Regular","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_SKELETON","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_SKELETON_INFO","sc/ui.sc","icon_spell_skeleton",100,480,4,1,"SpawnSkele",,,
"WinBattlesUsingSpellBatRegular","WinBattlesUsingSpell","Accumulative","Regular","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_BAT","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_BAT_INFO","sc/ui.sc","icon_spell_bats",100,480,4,1,"SpawnBats",,,
"WinBattlesUsingSpellLightningEpic","WinBattlesUsingSpell","Accumulative","Epic","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_LIGHTNING","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_LIGHTNING_INFO","sc/ui.sc","icon_spell_lightning",200,480,8,1,"LighningStorm",,,
"WinBattlesUsingSpellHealEpic","WinBattlesUsingSpell","Accumulative","Epic","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_HEAL","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_HEAL_INFO","sc/ui.sc","icon_spell_healing",200,480,8,1,"HealingWave",,,
"WinBattlesUsingSpellRageEpic","WinBattlesUsingSpell","Accumulative","Epic","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_RAGE","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_RAGE_INFO","sc/ui.sc","icon_spell_rage",200,480,8,1,"Haste",,,
"WinBattlesUsingSpellJumpEpic","WinBattlesUsingSpell","Accumulative","Epic","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_JUMP","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_JUMP_INFO","sc/ui.sc","icon_spell_jump",200,480,8,1,"Jump",,,
"WinBattlesUsingSpellFreezeEpic","WinBattlesUsingSpell","Accumulative","Epic","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_FREEZE","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_FREEZE_INFO","sc/ui.sc","icon_spell_freeze",200,480,8,1,"Freeze",,,
"WinBattlesUsingSpellCloneEpic","WinBattlesUsingSpell","Accumulative","Epic","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_CLONE","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_CLONE_INFO","sc/ui.sc","icon_spell_clone",200,480,8,1,"Duplicate",,,
"WinBattlesUsingSpellPoisonEpic","WinBattlesUsingSpell","Accumulative","Epic","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_POISON","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_POISON_INFO","sc/ui.sc","icon_spell_toxic",200,480,8,1,"Poison",,,
"WinBattlesUsingSpellHasteEpic","WinBattlesUsingSpell","Accumulative","Epic","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_HASTE","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_HASTE_INFO","sc/ui.sc","icon_spell_speedup",200,480,8,1,"SpeedUp",,,
"WinBattlesUsingSpellEarthquakeEpic","WinBattlesUsingSpell","Accumulative","Epic","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_EARTHQUAKE","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_EARTHQUAKE_INFO","sc/ui.sc","icon_spell_earthquake",200,480,8,1,"Earthquake",,,
